,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE15,FONDL15,ROBBE15,AGG_A15,geo_address,lat_lng,lat,long
5670,Xavier University,Main Campus,3800 VICTORY PKY,CINCINNATI,OH,452071092,2,"Private nonprofit, 4-year or above",2722.0,3538.0,6260.0,4,6,0,3,"3800 VICTORY PKY CINCINNATI, OH","[39.148913, -84.4795628]",39.148913,-84.4795628
5671,Youngstown State University,Main Campus,One University Plaza,Youngstown,OH,44555,1,"Public, 4-year or above",5846.0,6596.0,12442.0,3,1,2,3,"One University Plaza Youngstown, OH","[41.1083058, -80.64902169999999]",41.1083058,-80.6490217
5673,Bacone College,Main Campus,2299 OLD BACONE RD,MUSKOGEE,OK,744031597,2,"Private nonprofit, 4-year or above",505.0,334.0,839.0,0,0,0,1,"2299 OLD BACONE RD MUSKOGEE, OK","[35.7740418, -95.3344863]",35.7740418,-95.3344863
5674,Oklahoma Wesleyan University,Main Campus,2201 SILVER LAKE RD,BARTLESVILLE,OK,740066299,2,"Private nonprofit, 4-year or above",553.0,974.0,1527.0,0,0,0,1,"2201 SILVER LAKE RD BARTLESVILLE, OK","[36.7296511, -95.95633509999999]",36.7296511,-95.9563351
5675,Southern Nazarene University,Main Campus,6729 NW 39TH EXPY,BETHANY,OK,73008,2,"Private nonprofit, 4-year or above",1033.0,1219.0,2252.0,0,0,0,1,"6729 NW 39TH EXPY BETHANY, OK","[35.5118819, -97.6284522]",35.5118819,-97.6284522
5679,Cameron University,Cameron University,2800 W GORE BLVD,LAWTON,OK,73505,1,"Public, 4-year or above",2010.0,3167.0,5177.0,1,0,1,0,"2800 W GORE BLVD LAWTON, OK","[34.6054384, -98.43614699999999]",34.6054384,-98.436147
5681,Carl Albert State College,Carl Albert State College,1507 S MCKENNA,POTEAU,OK,749535208,4,"Public, 2-year",833.0,1443.0,2276.0,0,0,0,1,"1507 S MCKENNA POTEAU, OK","[35.0405964, -94.6355786]",35.0405964,-94.6355786
5683,University of Central Oklahoma,Main Campus,100 N UNIVERSITY DR,EDMOND,OK,73034,1,"Public, 4-year or above",6859.0,10051.0,16910.0,1,0,0,3,"100 N UNIVERSITY DR EDMOND, OK","[35.6574145, -97.4706781]",35.6574145,-97.4706781
5686,Connors State College,Connors State College/Main Campus,700 College Rd.,WARNER,OK,74469,4,"Public, 2-year",726.0,1577.0,2303.0,2,0,0,0,"700 College Rd. WARNER, OK","[35.4925516, -95.32222139999999]",35.4925516,-95.3222214
5695,Langston University,Main Campus,102 Page Hall,LANGSTON,OK,730500907,1,"Public, 4-year or above",894.0,1649.0,2543.0,0,0,3,5,"102 Page Hall LANGSTON, OK","[35.9459622, -97.262907]",35.9459622,-97.262907
5698,Northeastern State University,Tahlequah,600 N GRAND,TAHLEQUAH,OK,744642399,1,"Public, 4-year or above",3083.0,5168.0,8251.0,1,2,0,0,"600 N GRAND TAHLEQUAH, OK","[35.920645, -94.9661094]",35.920645,-94.9661094
5711,Oklahoma Christian University,Oklahoma Christian University,2501 E MEMORIAL ROAD,Edmond,OK,730135599,2,"Private nonprofit, 4-year or above",1402.0,1168.0,2570.0,0,1,0,0,"2501 E MEMORIAL ROAD Edmond, OK","[35.61225719999999, -97.4723601]",35.6122572,-97.4723601
5712,University of Oklahoma-Health Sciences Center,Main Campus,1100 N Lindsay,Oklahoma City,OK,731045810,1,"Public, 4-year or above",1145.0,2244.0,3389.0,0,2,2,1,"1100 N Lindsay Oklahoma City, OK","[35.4797541, -97.49981179999999]",35.4797541,-97.4998118
5713,University of Oklahoma-Health Sciences Center,The University of Oklahoma-Tulsa Schusterman Ctr,4502 E. 41st Street,Tulsa,OK,741352512,1,"Public, 4-year or above",1145.0,2244.0,3389.0,0,1,0,1,"4502 E. 41st Street Tulsa, OK","[36.1018008, -95.9246359]",36.1018008,-95.9246359
5716,Oklahoma Panhandle State University,Main Campus,323 EAGLE AVE,Goodwell,OK,739390430,1,"Public, 4-year or above",581.0,651.0,1232.0,0,0,3,2,"323 EAGLE AVE Goodwell, OK","[36.595016, -101.6286679]",36.595016,-101.6286679
5717,Oklahoma State University-Main Campus,Oklahoma State University - Stillwater,"Whitehurst Hall, Rm. 107",Stillwater,OK,740781015,1,"Public, 4-year or above",13388.0,12542.0,25930.0,7,8,1,0,"Whitehurst Hall, Rm. 107 Stillwater, OK","[36.1220274, -97.0707946]",36.1220274,-97.0707946
5721,Oklahoma City Community College,Main Campus,7777 S MAY AVE,OKLAHOMA CITY,OK,731599987,4,"Public, 2-year",5557.0,7515.0,13072.0,0,2,0,0,"7777 S MAY AVE OKLAHOMA CITY, OK","[35.38665290000001, -97.56860979999999]",35.3866529,-97.5686098
5725,Oklahoma City University,Oklahoma City University,2501 N BLACKWELDER,OKLAHOMA CITY,OK,731061402,2,"Private nonprofit, 4-year or above",1185.0,1806.0,2991.0,3,3,1,0,"2501 N BLACKWELDER OKLAHOMA CITY, OK","[35.493804, -97.54022119999999]",35.493804,-97.5402212
5726,University of Oklahoma-Norman Campus,Norman Campus,660 PARRINGTON OVAL,NORMAN,OK,730193072,1,"Public, 4-year or above",13921.0,13507.0,27428.0,6,3,0,2,"660 PARRINGTON OVAL NORMAN, OK","[35.2085041, -97.4456811]",35.2085041,-97.4456811
5729,Oklahoma State University Institute of Technology,Main Campus,1801 E 4TH ST,OKMULGEE,OK,744473901,1,"Public, 4-year or above",1655.0,962.0,2617.0,1,0,0,0,"1801 E 4TH ST OKMULGEE, OK","[35.62698779999999, -95.9403758]",35.6269878,-95.9403758
5733,Rogers State University,Rogers State University,1701 West Will Rogers Blvd.,Claremore,OK,740173252,1,"Public, 4-year or above",1555.0,2526.0,4081.0,2,2,0,0,"1701 West Will Rogers Blvd. Claremore, OK","[36.3185504, -95.64061129999999]",36.3185504,-95.6406113
5737,St. Gregory's University,Main Campus,1900 W MACARTHUR,SHAWNEE,OK,74804,2,"Private nonprofit, 4-year or above",287.0,363.0,650.0,1,0,0,0,"1900 W MACARTHUR SHAWNEE, OK","[35.361756, -96.954195]",35.361756,-96.954195
5740,University of Science and Arts of Oklahoma,Main Campus,1727 W. Alabama,Chickasha,OK,730185322,1,"Public, 4-year or above",300.0,573.0,873.0,1,0,0,0,"1727 W. Alabama Chickasha, OK","[35.0337702, -97.9546223]",35.0337702,-97.9546223
5743,Southeastern Oklahoma State University,Main Campus,425 w University,Durant,OK,747010609,1,"Public, 4-year or above",1730.0,2024.0,3754.0,3,0,0,1,"425 w University Durant, OK","[34.0050006, -96.37665129999999]",34.0050006,-96.3766513
5749,Tulsa Community College,Northeast Campus,3727 East Apache,Tulsa,OK,741153151,4,"Public, 2-year",6851.0,10309.0,17160.0,0,0,0,1,"3727 East Apache Tulsa, OK","[36.1941063, -95.9372518]",36.1941063,-95.9372518
5752,Tulsa Welding School-Tulsa,Main Campus,2545 E. 11TH STREET,TULSA,OK,741043909,6,"Private for-profit, 2-year",985.0,70.0,1055.0,0,0,1,0,"2545 E. 11TH STREET TULSA, OK","[36.1481708, -95.9544738]",36.1481708,-95.9544738
5753,University of Tulsa,Main Campus,800 Tucker Drive,TULSA,OK,741043189,2,"Private nonprofit, 4-year or above",2678.0,1993.0,4671.0,5,0,0,1,"800 Tucker Drive TULSA, OK","[36.1490106, -95.9467696]",36.1490106,-95.9467696
5766,Central Oregon Community College,Main Campus - Bend,2600 NW COLLEGE WAY,BEND,OR,977035933,4,"Public, 2-year",2797.0,3276.0,6073.0,2,0,0,0,"2600 NW COLLEGE WAY BEND, OR","[44.0696445, -121.3485185]",44.0696445,-121.3485185
5788,Eastern Oregon University,Main Campus,ONE UNIVERSITY BLVD,LA GRANDE,OR,97850,1,"Public, 4-year or above",1286.0,2202.0,3488.0,1,1,0,0,"ONE UNIVERSITY BLVD LA GRANDE, OR","[45.3177348, -118.0904671]",45.3177348,-118.0904671
5795,Lane Community College,Main Campus,4000 E 30TH AVE,EUGENE,OR,97405,4,"Public, 2-year",4243.0,4340.0,8583.0,0,2,0,0,"4000 E 30TH AVE EUGENE, OR","[44.0103791, -123.0332081]",44.0103791,-123.0332081
5800,Lewis & Clark College,Main Campus,0615 SW PALATINE HILL RD,PORTLAND,OR,972197899,2,"Private nonprofit, 4-year or above",1329.0,2197.0,3526.0,5,3,0,0,"0615 SW PALATINE HILL RD PORTLAND, OR","[45.45017550000001, -122.6701491]",45.4501755,-122.6701491
5801,Linfield College-McMinnville Campus,Main Campus,900 SE BAKER,MCMINNVILLE,OR,971286894,2,"Private nonprofit, 4-year or above",680.0,1020.0,1700.0,1,1,0,0,"900 SE BAKER MCMINNVILLE, OR","[45.2030604, -123.2006564]",45.2030604,-123.2006564
5803,Linn-Benton Community College,LBCC Benton Center,757 Polk Ave.,Corvallis,OR,97330,4,"Public, 2-year",2823.0,2898.0,5721.0,0,0,1,0,"757 Polk Ave. Corvallis, OR","[44.5709452, -123.2627463]",44.5709452,-123.2627463
5811,Mt Hood Community College,Gresham Campus,26000 SE STARK ST,GRESHAM,OR,97030,4,"Public, 2-year",4328.0,4430.0,8758.0,0,0,0,2,"26000 SE STARK ST GRESHAM, OR","[45.51160910000001, -122.3980849]",45.5116091,-122.3980849
5817,Oregon Health & Science University,Oregon Health & Science University,3181 SW SAM JACKSON PK RD,Portland,OR,97239,1,"Public, 4-year or above",1029.0,1866.0,2895.0,5,2,2,15,"3181 SW SAM JACKSON PK RD Portland, OR","[45.5000366, -122.6872675]",45.5000366,-122.6872675
5818,Oregon Institute of Technology,Main Campus,3201 Campus Drive,Klamath Falls,OR,976018801,1,"Public, 4-year or above",2560.0,2217.0,4777.0,2,1,1,0,"3201 Campus Drive Klamath Falls, OR","[42.2548419, -121.7873039]",42.2548419,-121.7873039
5822,Oregon State University,Main Campus,"600 Kerr Administration, OSU",Corvallis,OR,97331,1,"Public, 4-year or above",15808.0,13768.0,29576.0,6,5,1,2,"600 Kerr Administration, OSU Corvallis, OR","[44.5640033, -123.2747343]",44.5640033,-123.2747343
5824,Oregon State University,Agriculture & Natural Resource Program,One University Blvd,La Grande,OR,97850,1,"Public, 4-year or above",15808.0,13768.0,29576.0,1,1,0,0,"One University Blvd La Grande, OR","[45.3177348, -118.0904671]",45.3177348,-118.0904671
5825,University of Oregon,Main Campus,110 JOHNSON HALL,EUGENE,OR,97403,1,"Public, 4-year or above",11406.0,12626.0,24032.0,7,10,2,4,"110 JOHNSON HALL EUGENE, OR","[44.0451753, -123.0757604]",44.0451753,-123.0757604
5830,Pacific University,Forest Grove Campus,2043 COLLEGE WAY,FOREST GROVE,OR,97116,2,"Private nonprofit, 4-year or above",1379.0,2431.0,3810.0,8,4,0,1,"2043 COLLEGE WAY FOREST GROVE, OR","[45.5209573, -123.1094571]",45.5209573,-123.1094571
5837,Phagans School of Hair Design,Main Campus,12000 SE 82nd Ave. Suite 4010,Happy Valley,OR,97086,6,"Private for-profit, 2-year",5.0,155.0,160.0,0,1,0,0,"12000 SE 82nd Ave. Suite 4010 Happy Valley, OR","[45.4342502, -122.5723665]",45.4342502,-122.5723665
5839,Portland Community College,Sylvania Campus,12000 SW 49th Avenue,Portland,OR,972197132,4,"Public, 2-year",13437.0,15566.0,29003.0,1,6,0,4,"12000 SW 49th Avenue Portland, OR","[45.43843589999999, -122.7310045]",45.4384359,-122.7310045
5840,Portland Community College,Rock Creek Campus,17705 NW Springville Road,Portland,OR,97229,4,"Public, 2-year",13437.0,15566.0,29003.0,0,2,0,0,"17705 NW Springville Road Portland, OR","[45.5659327, -122.8604663]",45.5659327,-122.8604663
5841,Portland Community College,Cascade Campus,705 N Killingsworth Street,Portland,OR,97217,4,"Public, 2-year",13437.0,15566.0,29003.0,0,1,1,0,"705 N Killingsworth Street Portland, OR","[45.5637568, -122.6742856]",45.5637568,-122.6742856
5843,Portland Community College,Southeast Center,2305 SE 82nd AVE,Portland,OR,97216,4,"Public, 2-year",13437.0,15566.0,29003.0,0,2,0,0,"2305 SE 82nd AVE Portland, OR","[45.5062284, -122.5791604]",45.5062284,-122.5791604
5847,Portland Community College,Newberg Center,135 Werth Blvd,Newberg,OR,97132,4,"Public, 2-year",13437.0,15566.0,29003.0,0,0,0,1,"135 Werth Blvd Newberg, OR","[45.3004591, -122.940323]",45.3004591,-122.940323
5849,Portland State University,Portland State University,PO Box 751,PORTLAND,OR,97207,1,"Public, 4-year or above",12622.0,14866.0,27488.0,7,4,1,3,"PO Box 751 PORTLAND, OR","[45.5230622, -122.6764815]",45.5230622,-122.6764815
5850,University of Portland,Main Campus,5000 N WILLAMETTE BLVD,PORTLAND,OR,972035798,2,"Private nonprofit, 4-year or above",1777.0,2561.0,4338.0,3,0,0,0,"5000 N WILLAMETTE BLVD PORTLAND, OR","[45.57371699999999, -122.7236596]",45.573717,-122.7236596
5851,Reed College,Main Campus,3203 SE WOODSTOCK BLVD,PORTLAND,OR,972028199,2,"Private nonprofit, 4-year or above",663.0,790.0,1453.0,17,15,0,1,"3203 SE WOODSTOCK BLVD PORTLAND, OR","[45.4809642, -122.6301455]",45.4809642,-122.6301455
5852,Rogue Community College,Redwood Campus,3345 REDWOOD HIGHWAY,GRANTS PASS,OR,97527,4,"Public, 2-year",2171.0,2783.0,4954.0,0,0,0,1,"3345 REDWOOD HIGHWAY GRANTS PASS, OR","[42.41245, -123.3947375]",42.41245,-123.3947375
5855,Rogue Community College,RIVERSIDE CAMPUS,227 E. Ninth Street,Medford,OR,97501,4,"Public, 2-year",2171.0,2783.0,4954.0,0,0,0,1,"227 E. Ninth Street Medford, OR","[42.3254661, -122.8702818]",42.3254661,-122.8702818
5862,Southern Oregon University,Ashland Campus,1250 SISKIYOU BLVD,ASHLAND,OR,97520,1,"Public, 4-year or above",2412.0,3676.0,6088.0,11,3,0,0,"1250 SISKIYOU BLVD ASHLAND, OR","[42.1850148, -122.6926625]",42.1850148,-122.6926625
5868,Umpqua Community College,Main Campus,1140 College Rd.,Roseburg,OR,974700226,4,"Public, 2-year",989.0,1257.0,2246.0,0,0,0,8,"1140 College Rd. Roseburg, OR","[43.2228232, -123.3535379]",43.2228232,-123.3535379
5872,Warner Pacific College,Mt. Tabor Campus,2219 SE 68TH AVE,PORTLAND,OR,97215,2,"Private nonprofit, 4-year or above",232.0,291.0,523.0,2,0,0,0,"2219 SE 68TH AVE PORTLAND, OR","[45.5069273, -122.5945672]",45.5069273,-122.5945672
5879,Willamette University,Main Campus,900 STATE ST,SALEM,OR,97301,2,"Private nonprofit, 4-year or above",1235.0,1511.0,2746.0,5,5,0,0,"900 STATE ST SALEM, OR","[44.9354439, -123.0317802]",44.9354439,-123.0317802
5883,Western Oregon University,Main Campus,345 Monmouth  Ave N,Monmouth,OR,973611394,1,"Public, 4-year or above",2099.0,3346.0,5445.0,2,4,0,0,"345 Monmouth  Ave N Monmouth, OR","[44.850105, -123.2390066]",44.850105,-123.2390066
5891,Albright College,ALBRIGHT COLLEGE,1621 N. 13th St.,READING,PA,196125234,2,"Private nonprofit, 4-year or above",891.0,1376.0,2267.0,1,1,0,1,"1621 N. 13th St. READING, PA","[40.3615318, -75.9106604]",40.3615318,-75.9106604
5907,Allegheny College,Main Campus,520 N MAIN ST,MEADVILLE,PA,163353902,2,"Private nonprofit, 4-year or above",890.0,1041.0,1931.0,7,0,0,0,"520 N MAIN ST MEADVILLE, PA","[41.6482949, -80.1454261]",41.6482949,-80.1454261
5909,DeSales University,DeSales University (Main Campus),2755 Station Ave,Center Valley,PA,180349568,2,"Private nonprofit, 4-year or above",1231.0,1905.0,3136.0,3,1,0,0,"2755 Station Ave Center Valley, PA","[40.5379841, -75.3780525]",40.5379841,-75.3780525
5911,Alvernia University,Main Campus,400 SAINT BERNARDINE ST,READING,PA,196071799,2,"Private nonprofit, 4-year or above",829.0,2027.0,2856.0,1,0,0,0,"400 SAINT BERNARDINE ST READING, PA","[40.3153398, -75.9308401]",40.3153398,-75.9308401
5914,Antonelli Institute,Main Campus,300 MONTGOMERY AVE,ERDENHEIM,PA,190388242,6,"Private for-profit, 2-year",51.0,126.0,177.0,0,1,0,0,"300 MONTGOMERY AVE ERDENHEIM, PA","[40.0908551, -75.2091104]",40.0908551,-75.2091104
5915,The Art Institutes of York-PA,The Art Institute of York,1409 WILLIAMS RD,YORK,PA,174029201,3,"Private for-profit, 4-year or above",92.0,125.0,217.0,0,0,0,1,"1409 WILLIAMS RD YORK, PA","[39.9922779, -76.663816]",39.9922779,-76.663816
5922,Arcadia University,Main Campus,450 S EASTON RD,GLENSIDE,PA,190383295,2,"Private nonprofit, 4-year or above",1153.0,2831.0,3984.0,6,3,0,0,"450 S EASTON RD GLENSIDE, PA","[40.0915752, -75.1647196]",40.0915752,-75.1647196
5927,Bloomsburg University of Pennsylvania,Main Campus,400 E SECOND ST,BLOOMSBURG,PA,17815,1,"Public, 4-year or above",4115.0,5622.0,9737.0,9,3,1,4,"400 E SECOND ST BLOOMSBURG, PA","[41.0081119, -76.4472749]",41.0081119,-76.4472749
5930,Bryn Mawr College,Main Campus,101 N MERION AVE,BRYN MAWR,PA,190102899,2,"Private nonprofit, 4-year or above",81.0,1611.0,1692.0,1,4,0,0,"101 N MERION AVE BRYN MAWR, PA","[40.0266437, -75.31444619999999]",40.0266437,-75.3144462
5931,Bucknell University,"Bucknell University, Main Campus",1 Dent Drive,LEWISBURG,PA,17837,2,"Private nonprofit, 4-year or above",1735.0,1890.0,3625.0,14,4,0,0,"1 Dent Drive LEWISBURG, PA","[40.9538168, -76.8851999]",40.9538168,-76.8851999
5936,Cabrini College,Cabrini University,610 King of Prussia Rd,Radnor,PA,190873698,2,"Private nonprofit, 4-year or above",785.0,1643.0,2428.0,2,1,0,0,"610 King of Prussia Rd Radnor, PA","[40.0547516, -75.3736095]",40.0547516,-75.3736095
5937,California University of Pennsylvania,Main Campus,250 UNIVERSITY AVE,CALIFORNIA,PA,154191394,1,"Public, 4-year or above",3474.0,4380.0,7854.0,1,1,0,1,"250 UNIVERSITY AVE CALIFORNIA, PA","[40.0656021, -79.8859011]",40.0656021,-79.8859011
5942,Carnegie Mellon University,Main Campus,5000 FORBES AVE,PITTSBURGH,PA,15213,2,"Private nonprofit, 4-year or above",7898.0,5065.0,12963.0,16,7,0,0,"5000 FORBES AVE PITTSBURGH, PA","[40.44416469999999, -79.9433725]",40.4441647,-79.9433725
5944,Carnegie Mellon University,Qatar,Education City,Doha,,,2,"Private nonprofit, 4-year or above",7898.0,5065.0,12963.0,0,1,0,0,"Education City Doha, ","[25.313964, 51.441593]",25.313964,51.441593
5952,Chestnut Hill College,Chestnut Hill College,9601 GERMANTOWN AVE,PHILADELPHIA,PA,191182693,2,"Private nonprofit, 4-year or above",579.0,1372.0,1951.0,2,0,0,0,"9601 GERMANTOWN AVE PHILADELPHIA, PA","[40.0866725, -75.2286092]",40.0866725,-75.2286092
5953,Cheyney University of Pennsylvania,Main Campus,1837 UNIVERSITY CIRCLE,CHEYNEY,PA,19319,1,"Public, 4-year or above",351.0,360.0,711.0,6,1,1,3,"1837 UNIVERSITY CIRCLE CHEYNEY, PA","[39.9350609, -75.5271118]",39.9350609,-75.5271118
5955,Brightwood Career Institute-Philadelphia Mills,Brightwood Career Institute-Philadelphia Mills,177 Franklin Mills Blvd,Philadelphia,PA,19154,6,"Private for-profit, 2-year",218.0,447.0,665.0,0,0,1,0,"177 Franklin Mills Blvd Philadelphia, PA","[40.0895135, -74.9667271]",40.0895135,-74.9667271
5957,Clarion University of Pennsylvania,Main Campus,840 WOOD ST,CLARION,PA,16214,1,"Public, 4-year or above",1863.0,3505.0,5368.0,4,2,0,0,"840 WOOD ST CLARION, PA","[41.2105761, -79.3801721]",41.2105761,-79.3801721
5964,Delaware Valley University,Delaware Valley University,700 E BUTLER AVE,DOYLESTOWN,PA,189012697,2,"Private nonprofit, 4-year or above",917.0,1349.0,2266.0,1,0,0,1,"700 E BUTLER AVE DOYLESTOWN, PA","[40.2978082, -75.1545837]",40.2978082,-75.1545837
5965,Dickinson College,Main Campus,P.O. Box 1773,CARLISLE,PA,170132896,2,"Private nonprofit, 4-year or above",1018.0,1402.0,2420.0,7,1,0,1,"P.O. Box 1773 CARLISLE, PA","[40.2010241, -77.20027449999999]",40.2010241,-77.2002745
5968,Drexel University,University City Campus,3141 CHESTNUT ST,PHILADELPHIA,PA,19104,2,"Private nonprofit, 4-year or above",12144.0,13451.0,25595.0,5,2,0,4,"3141 CHESTNUT ST PHILADELPHIA, PA","[39.9540928, -75.1868606]",39.9540928,-75.1868606
5972,Drexel University,Burlington County-Mount Laurel Campus,3331 Route 38,Mount Laurel,NJ,08054,2,"Private nonprofit, 4-year or above",12144.0,13451.0,25595.0,0,2,0,0,"3331 Route 38 Mount Laurel, NJ","[39.9712645, -74.8935257]",39.9712645,-74.8935257
5974,Duquesne University,Main Campus,ADMINISTRATION BLDG 600 FORBES AVE,PITTSBURGH,PA,15282,2,"Private nonprofit, 4-year or above",3610.0,5794.0,9404.0,2,0,0,0,"ADMINISTRATION BLDG 600 FORBES AVE PITTSBURGH, PA","[40.4372949, -79.9901728]",40.4372949,-79.9901728
5976,East Stroudsburg University of Pennsylvania,Main Campus,200 PROSPECT ST,EAST STROUDSBURG,PA,183012999,1,"Public, 4-year or above",2967.0,3861.0,6828.0,3,2,0,1,"200 PROSPECT ST EAST STROUDSBURG, PA","[40.9970042, -75.1775826]",40.9970042,-75.1775826
5979,Eastern University,Main Campus,1300 EAGLE RD,SAINT DAVIDS,PA,190873696,2,"Private nonprofit, 4-year or above",1064.0,2441.0,3505.0,2,1,0,0,"1300 EAGLE RD SAINT DAVIDS, PA","[40.0504374, -75.3702259]",40.0504374,-75.3702259
5980,Eastern University,Eastern University Philadelphia,1601  Market Street Suite 210,Philadelphia,PA,19103,2,"Private nonprofit, 4-year or above",1064.0,2441.0,3505.0,0,0,0,1,"1601  Market Street Suite 210 Philadelphia, PA","[39.9531296, -75.1673562]",39.9531296,-75.1673562
5982,Eastern University,Eastern University Falls Center Philadelphia,3300 Henry Ave,Philadelphia,PA,19129,2,"Private nonprofit, 4-year or above",1064.0,2441.0,3505.0,0,0,0,1,"3300 Henry Ave Philadelphia, PA","[40.01172950000001, -75.184536]",40.0117295,-75.184536
5983,Eastern University,Esperanza College,4261 N. Fifth Street,Philadelphia,PA,19140,2,"Private nonprofit, 4-year or above",1064.0,2441.0,3505.0,0,0,3,0,"4261 N. Fifth Street Philadelphia, PA","[40.0160574, -75.1341314]",40.0160574,-75.1341314
5987,Elizabethtown College,Main Campus,ONE ALPHA DR,ELIZABETHTOWN,PA,170222298,2,"Private nonprofit, 4-year or above",673.0,1147.0,1820.0,9,4,0,0,"ONE ALPHA DR ELIZABETHTOWN, PA","[40.1489764, -76.5937428]",40.1489764,-76.5937428
6003,Franklin and Marshall College,Franklin and Marshall College Main Campus,415 Harrisburg Ave.,LANCASTER,PA,176043003,2,"Private nonprofit, 4-year or above",1082.0,1167.0,2249.0,8,8,2,0,"415 Harrisburg Ave. LANCASTER, PA","[40.0489076, -76.3155625]",40.0489076,-76.3155625
