,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE15,FONDL15,ROBBE15,AGG_A15,geo_address,lat_lng,lat,long
5178,Methodist University,Methodist University,5400 RAMSEY ST,FAYETTEVILLE,NC,283111420,2,"Private nonprofit, 4-year or above",1338.0,1136.0,2474.0,2,0,0,1,"5400 RAMSEY ST FAYETTEVILLE, NC","[35.1334615, -78.87267489999999]",35.1334615,-78.8726749
5184,Montreat College,Montreat Campus,310 GAITHER CIR,MONTREAT,NC,287571267,2,"Private nonprofit, 4-year or above",416.0,592.0,1008.0,0,1,0,0,"310 GAITHER CIR MONTREAT, NC","[35.6466933, -82.2974467]",35.6466933,-82.2974467
5196,North Carolina A & T State University,North Carolina A&T State University,1601 E. Market Street,Greensboro,NC,27411,1,"Public, 4-year or above",4954.0,5898.0,10852.0,5,1,1,4,"1601 E. Market Street Greensboro, NC","[36.0723647, -79.77212759999999]",36.0723647,-79.7721276
5198,University of North Carolina at Asheville,University of North Carolina Asheville,One University Heights,Asheville,NC,288048510,1,"Public, 4-year or above",1712.0,2179.0,3891.0,5,1,1,1,"One University Heights Asheville, NC","[35.6149447, -82.5663891]",35.6149447,-82.5663891
5199,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,"CB 9100, 103 South Building UNC-Chapel Hill",CHAPEL HILL,NC,275999100,1,"Public, 4-year or above",12514.0,16570.0,29084.0,17,8,3,1,"CB 9100, 103 South Building UNC-Chapel Hill CHAPEL HILL, NC","[35.9049122, -79.0469134]",35.9049122,-79.0469134
5200,University of North Carolina at Charlotte,Main Campus,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,282230001,1,"Public, 4-year or above",14216.0,13767.0,27983.0,12,5,0,2,"9201 UNIVERSITY CITY BLVD CHARLOTTE, NC","[35.3038112, -80.7299271]",35.3038112,-80.7299271
5202,University of North Carolina at Greensboro,UNCG - Main Campus,1000 SPRING GARDEN STREET,GREENSBORO,NC,274026170,1,"Public, 4-year or above",6472.0,12921.0,19393.0,8,4,1,1,"1000 SPRING GARDEN STREET GREENSBORO, NC","[36.0672052, -79.8080368]",36.0672052,-79.8080368
5204,North Carolina Central University,North Carolina Central University,1801 FAYETTEVILLE ST,DURHAM,NC,27707,1,"Public, 4-year or above",2665.0,5346.0,8011.0,8,1,6,4,"1801 FAYETTEVILLE ST DURHAM, NC","[35.9725598, -78.9000763]",35.9725598,-78.9000763
5205,University of North Carolina School of the Arts,Main Campus,1533 S MAIN ST,Winston-Salem,NC,271272188,1,"Public, 4-year or above",476.0,494.0,970.0,1,2,0,1,"1533 S MAIN ST Winston-Salem, NC","[36.0765305, -80.2373708]",36.0765305,-80.2373708
5206,North Carolina State University at Raleigh,Main Campus,2101 Hillsborough Street,RALEIGH,NC,276957001,1,"Public, 4-year or above",18769.0,15246.0,34015.0,9,5,0,9,"2101 Hillsborough Street RALEIGH, NC","[35.7864323, -78.6634089]",35.7864323,-78.6634089
5210,University of North Carolina Wilmington,Main Campus,601 S COLLEGE RD,WILMINGTON,NC,284033201,1,"Public, 4-year or above",5608.0,9310.0,14918.0,7,0,1,1,"601 S COLLEGE RD WILMINGTON, NC","[34.2252905, -77.8745331]",34.2252905,-77.8745331
5214,University of North Carolina at Pembroke,Main Campus,ONE UNIVERSITY DRIVE,PEMBROKE,NC,283721510,1,"Public, 4-year or above",2417.0,4024.0,6441.0,6,4,2,0,"ONE UNIVERSITY DRIVE PEMBROKE, NC","[34.689304, -79.19970889999999]",34.689304,-79.1997089
5215,Pfeiffer University,Main Campus,48380 HWY 52N,MISENHEIMER,NC,281090960,2,"Private nonprofit, 4-year or above",594.0,1030.0,1624.0,1,0,0,0,"48380 HWY 52N MISENHEIMER, NC","[35.4869127, -80.27936799999999]",35.4869127,-80.279368
5220,Queens University of Charlotte,Main Campus,1900 SELWYN AVE,CHARLOTTE,NC,282740001,2,"Private nonprofit, 4-year or above",702.0,1584.0,2286.0,1,0,0,0,"1900 SELWYN AVE CHARLOTTE, NC","[35.1888463, -80.83228609999999]",35.1888463,-80.8322861
5226,Robeson Community College,Robeson Community College,5160 Fayetteville Rd,LUMBERTON,NC,28360,4,"Public, 2-year",591.0,1345.0,1936.0,0,0,0,1,"5160 Fayetteville Rd LUMBERTON, NC","[34.677103, -79.006439]",34.677103,-79.006439
5233,Saint Augustine's University,Main Campus,1315 Oakwood Avenue,Raleigh,NC,276102298,2,"Private nonprofit, 4-year or above",426.0,384.0,810.0,1,2,1,5,"1315 Oakwood Avenue Raleigh, NC","[35.7858643, -78.62112259999999]",35.7858643,-78.6211226
5234,Salem College,Salem College,601 S Church St,Winston-Salem,NC,27101,2,"Private nonprofit, 4-year or above",53.0,1034.0,1087.0,2,0,0,0,"601 S Church St Winston-Salem, NC","[36.0874803, -80.2411058]",36.0874803,-80.2411058
5238,Shaw University,Main Campus,118 E SOUTH ST,RALEIGH,NC,27601,2,"Private nonprofit, 4-year or above",705.0,941.0,1646.0,0,0,0,3,"118 E SOUTH ST RALEIGH, NC","[35.7711349, -78.6379832]",35.7711349,-78.6379832
5249,St Andrews University,Main Campus,1700 DOGWOOD MILE,LAURINBURG,NC,283525521,2,"Private nonprofit, 4-year or above",286.0,359.0,645.0,0,1,0,0,"1700 DOGWOOD MILE LAURINBURG, NC","[34.744214, -79.480606]",34.744214,-79.480606
5250,Southeastern Community College,Main Campus,4564 CHADBOURN HWY,WHITEVILLE,NC,284725422,4,"Public, 2-year",434.0,914.0,1348.0,0,0,0,4,"4564 CHADBOURN HWY WHITEVILLE, NC","[34.333368, -78.785091]",34.333368,-78.785091
5268,Vance-Granville Community College,South Campus,1547 South Campus Drive,Creedmoor,NC,27522,4,"Public, 2-year",1106.0,2151.0,3257.0,0,1,0,0,"1547 South Campus Drive Creedmoor, NC","[36.1421599, -78.7220808]",36.1421599,-78.7220808
5270,Wake Forest University,Main Campus,1834 Wake Forest Rd.,Winston-Salem,NC,27109,2,"Private nonprofit, 4-year or above",3733.0,4104.0,7837.0,2,4,1,1,"1834 Wake Forest Rd. Winston-Salem, NC","[36.1354033, -80.27922749999999]",36.1354033,-80.2792275
5271,Wake Forest University,Medical Center Campus,Medical Center Blvd.,Winston-Salem,NC,27157,2,"Private nonprofit, 4-year or above",3733.0,4104.0,7837.0,2,1,0,0,"Medical Center Blvd. Winston-Salem, NC","[36.0902702, -80.2714555]",36.0902702,-80.2714555
5277,Wake Forest University,Charlotte Center,200 N. College St.  Suite 150,Charlotte,NC,28202,2,"Private nonprofit, 4-year or above",3733.0,4104.0,7837.0,0,0,1,0,"200 N. College St.  Suite 150 Charlotte, NC","[35.2269906, -80.84049390000001]",35.2269906,-80.8404939
5287,Warren Wilson College,Warren Wilson College,P. O. Box 9000,Asheville,NC,288159000,2,"Private nonprofit, 4-year or above",316.0,496.0,812.0,1,0,0,0,"P. O. Box 9000 Asheville, NC","[35.5950581, -82.5514869]",35.5950581,-82.5514869
5296,Wingate University,Wingate University (Main Campus),P.O. Box 159,Wingate,NC,281740157,2,"Private nonprofit, 4-year or above",1253.0,1896.0,3149.0,7,0,0,0,"P.O. Box 159 Wingate, NC","[34.9843176, -80.4492319]",34.9843176,-80.4492319
5301,Winston-Salem State University,Winston Salem State University,601 MARTIN LUTHER KING JR. DR.,WINSTON-SALEM,NC,271100001,1,"Public, 4-year or above",1454.0,3653.0,5107.0,0,0,0,1,"601 MARTIN LUTHER KING JR. DR. WINSTON-SALEM, NC","[36.0868936, -80.22481570000001]",36.0868936,-80.2248157
5302,Western Carolina University,Main Campus,Western Carolina University,CULLOWHEE,NC,287239646,1,"Public, 4-year or above",4495.0,5845.0,10340.0,6,2,0,0,"Western Carolina University CULLOWHEE, NC","[35.3089224, -83.18437809999999]",35.3089224,-83.1843781
5305,Dickinson State University,Dickinson State University,291 Campus Drive,Dickinson,ND,586014896,1,"Public, 4-year or above",528.0,789.0,1317.0,2,0,0,0,"291 Campus Drive Dickinson, ND","[46.8822479, -102.7996256]",46.8822479,-102.7996256
5309,University of Jamestown,Main Campus,6000 College Lane,JAMESTOWN,ND,58405,2,"Private nonprofit, 4-year or above",475.0,530.0,1005.0,1,0,0,0,"6000 College Lane JAMESTOWN, ND","[46.91453490000001, -98.696816]",46.9145349,-98.696816
5319,University of Mary,Main Campus,7500 UNIVERSITY DRIVE,BISMARCK,ND,58504,2,"Private nonprofit, 4-year or above",1029.0,1843.0,2872.0,1,1,0,0,"7500 UNIVERSITY DRIVE BISMARCK, ND","[46.7230135, -100.7459296]",46.7230135,-100.7459296
5329,Minot State University,Main Campus,500 UNIVERSITY AVE W,MINOT,ND,58707,1,"Public, 4-year or above",1294.0,2060.0,3354.0,1,0,0,0,"500 UNIVERSITY AVE W MINOT, ND","[48.2465875, -101.3005673]",48.2465875,-101.3005673
5331,University of North Dakota,Main Campus,3851 Campus Road Stop 9035,Grand Forks,ND,582029035,1,"Public, 4-year or above",7885.0,7066.0,14951.0,1,3,0,0,"3851 Campus Road Stop 9035 Grand Forks, ND","[47.922891, -97.0768014]",47.922891,-97.0768014
5332,North Dakota State College of Science,Main Campus,800 N 6TH ST,WAHPETON,ND,58076,4,"Public, 2-year",1694.0,1429.0,3123.0,3,0,0,3,"800 N 6TH ST WAHPETON, ND","[46.2751429, -96.60734939999999]",46.2751429,-96.6073494
5333,Dakota College at Bottineau,Dakota College at Bottineau,105 SIMRALL BLVD,BOTTINEAU,ND,583181159,4,"Public, 2-year",371.0,321.0,692.0,0,0,1,0,"105 SIMRALL BLVD BOTTINEAU, ND","[48.832551, -100.441195]",48.832551,-100.441195
5334,North Dakota State University-Main Campus,Main Campus,1301  12th Avenue North,FARGO,ND,58102,1,"Public, 4-year or above",7812.0,6704.0,14516.0,0,3,0,0,"1301  12th Avenue North FARGO, ND","[46.8903848, -96.79812659999999]",46.8903848,-96.7981266
5344,United Tribes Technical College,Main Campus,3315 UNIVERSITY DRIVE,BISMARCK,ND,585047565,2,"Private nonprofit, 4-year or above",115.0,276.0,391.0,1,0,0,0,"3315 UNIVERSITY DRIVE BISMARCK, ND","[46.7686789, -100.7630895]",46.7686789,-100.7630895
5350,University of Akron Main Campus,Main Campus,302 BUCHTEL COMMON,AKRON,OH,443254702,1,"Public, 4-year or above",11986.0,11115.0,23101.0,5,3,3,2,"302 BUCHTEL COMMON AKRON, OH","[41.076276, -81.51300499999999]",41.076276,-81.513005
5359,Ashland University,Ashland University,401 College Ave,Ashland,OH,448053702,2,"Private nonprofit, 4-year or above",2531.0,3146.0,5677.0,1,0,0,0,"401 College Ave Ashland, OH","[40.8618277, -82.32301559999999]",40.8618277,-82.3230156
5368,Aultman College of Nursing and Health Sciences,Aultman College of Nursing and Health Sciences,2600 6TH ST SW,CANTON,OH,447101797,2,"Private nonprofit, 4-year or above",49.0,323.0,372.0,0,0,1,5,"2600 6TH ST SW CANTON, OH","[40.7959671, -81.4035536]",40.7959671,-81.4035536
5369,Baldwin Wallace University,Main Campus,275 EASTLAND RD,BEREA,OH,440172088,2,"Private nonprofit, 4-year or above",1768.0,2228.0,3996.0,4,1,0,0,"275 EASTLAND RD BEREA, OH","[41.3684663, -81.844763]",41.3684663,-81.844763
5376,Bowling Green State University-Main Campus,Main Campus,220 MCFALL CTR,BOWLING GREEN,OH,43403,1,"Public, 4-year or above",7212.0,9696.0,16908.0,14,0,1,0,"220 MCFALL CTR BOWLING GREEN, OH","[41.37546820000001, -83.6409753]",41.3754682,-83.6409753
5381,Capital University,Main Campus,1 College and Main,COLUMBUS,OH,432092394,2,"Private nonprofit, 4-year or above",1489.0,1976.0,3465.0,5,2,0,0,"1 College and Main COLUMBUS, OH","[39.9549246, -82.938559]",39.9549246,-82.938559
5383,Case Western Reserve University,Main Campus,10900 EUCLID AVE,CLEVELAND,OH,441067004,2,"Private nonprofit, 4-year or above",5706.0,5634.0,11340.0,6,0,1,0,"10900 EUCLID AVE CLEVELAND, OH","[41.5046068, -81.6097351]",41.5046068,-81.6097351
5387,Central State University,Main Campus,"1400 BRUSH ROW RD, PO Box 1004",WILBERFORCE,OH,453841004,1,"Public, 4-year or above",809.0,995.0,1804.0,0,0,0,3,"1400 BRUSH ROW RD, PO Box 1004 WILBERFORCE, OH","[39.714915, -83.8771617]",39.714915,-83.8771617
5391,Choffin Career  and Technical Center,Choffin Career and Technical Center,200 E Wood St.,Youngstown,OH,445031600,7,"Public, less-than 2-year",7.0,112.0,119.0,0,0,1,0,"200 E Wood St. Youngstown, OH","[41.1010892, -80.64413239999999]",41.1010892,-80.6441324
5395,University of Cincinnati-Main Campus,Main Campus,2624 CLIFTON AVENUE,CINCINNATI,OH,452210127,1,"Public, 4-year or above",16843.0,19199.0,36042.0,3,7,5,3,"2624 CLIFTON AVENUE CINCINNATI, OH","[39.13428589999999, -84.5187675]",39.1342859,-84.5187675
5397,Cincinnati State Technical and Community College,Main Campus,3520 Central Parkway,Cincinnati,OH,452232690,4,"Public, 2-year",4372.0,5258.0,9630.0,0,1,0,0,"3520 Central Parkway Cincinnati, OH","[39.1506283, -84.537536]",39.1506283,-84.537536
5399,University of Cincinnati-Blue Ash College,Main Campus,9555 PLAINFIELD RD,BLUE ASH,OH,45236,1,"Public, 4-year or above",2134.0,2931.0,5065.0,0,1,0,0,"9555 PLAINFIELD RD BLUE ASH, OH","[39.2328962, -84.4002431]",39.2328962,-84.4002431
5401,Ohio Christian University,Ohio Christian University Georgia,"1550 Southlake Pkwy Morrow, Georgia 30260",Morrow,GA,302603021,2,"Private nonprofit, 4-year or above",1646.0,2644.0,4290.0,0,0,2,0,"1550 Southlake Pkwy Morrow, Georgia 30260 Morrow, GA","[33.5742205, -84.33713139999999]",33.5742205,-84.3371314
5407,Cleveland State University,Cleveland State University,2121 EUCLID AVE,CLEVELAND,OH,44115,1,"Public, 4-year or above",7766.0,9149.0,16915.0,1,1,4,0,"2121 EUCLID AVE CLEVELAND, OH","[41.5022406, -81.6753359]",41.5022406,-81.6753359
5410,Columbus College of Art and Design,Main Campus,60 Cleveland Ave.,COLUMBUS,OH,43215,2,"Private nonprofit, 4-year or above",406.0,734.0,1140.0,0,2,0,0,"60 Cleveland Ave. COLUMBUS, OH","[39.9648828, -82.989947]",39.9648828,-82.989947
5411,Columbus State Community College,Columbus State Commuity College,550 East Spring Street,Columbus,OH,43215,4,"Public, 2-year",12199.0,13784.0,25983.0,0,4,0,0,"550 East Spring Street Columbus, OH","[39.969191, -82.98719]",39.969191,-82.98719
5418,Cuyahoga Community College District,Metropolitan Campus,2900 Community College Ave.,Cleveland,OH,44115,4,"Public, 2-year",10032.0,15417.0,25449.0,3,0,2,0,"2900 Community College Ave. Cleveland, OH","[41.4941641, -81.6697153]",41.4941641,-81.6697153
5419,Cuyahoga Community College District,Eastern Campus,4250 Richmond RD.,Highland Hills,OH,44122,4,"Public, 2-year",10032.0,15417.0,25449.0,0,1,0,0,"4250 Richmond RD. Highland Hills, OH","[41.4479405, -81.5004532]",41.4479405,-81.5004532
5424,Cuyahoga Community College District,West Shore Campus,31001 Clemens Road,Westlake,OH,44145,4,"Public, 2-year",10032.0,15417.0,25449.0,0,0,1,0,"31001 Clemens Road Westlake, OH","[41.4697362, -81.96396519999999]",41.4697362,-81.9639652
5429,University of Dayton,Main Campus,300 COLLEGE PK,DAYTON,OH,454690001,2,"Private nonprofit, 4-year or above",5912.0,5338.0,11250.0,8,6,5,2,"300 COLLEGE PK DAYTON, OH","[39.7402118, -84.17900589999999]",39.7402118,-84.1790059
5432,Defiance College,Main Campus,701 N CLINTON,DEFIANCE,OH,43512,2,"Private nonprofit, 4-year or above",388.0,363.0,751.0,4,0,0,0,"701 N CLINTON DEFIANCE, OH","[41.2957675, -84.3607871]",41.2957675,-84.3607871
5433,Denison University,Denison University,100 West Loop,GRANVILLE,OH,43023,2,"Private nonprofit, 4-year or above",974.0,1280.0,2254.0,8,0,0,0,"100 West Loop GRANVILLE, OH","[40.07150499999999, -82.523302]",40.071505,-82.523302
5438,The University of Findlay,Main Campus,1000 N MAIN ST,FINDLAY,OH,458403695,2,"Private nonprofit, 4-year or above",1958.0,3073.0,5031.0,3,2,1,0,"1000 N MAIN ST FINDLAY, OH","[41.0532089, -83.6532127]",41.0532089,-83.6532127
5474,Heidelberg University,Main Campus,310 E MARKET ST,TIFFIN,OH,448832462,2,"Private nonprofit, 4-year or above",570.0,627.0,1197.0,3,0,0,0,"310 E MARKET ST TIFFIN, OH","[41.1163289, -83.16806439999999]",41.1163289,-83.1680644
5475,Hiram College,Main Campus,11753 Garfield Road,HIRAM,OH,44234,2,"Private nonprofit, 4-year or above",533.0,589.0,1122.0,3,2,0,0,"11753 Garfield Road HIRAM, OH","[41.31194989999999, -81.14395929999999]",41.3119499,-81.1439593
5477,Hocking College,Main Campus,3301 Hocking Parkway,Nelsonville,OH,457649588,4,"Public, 2-year",1747.0,1496.0,3243.0,3,3,0,1,"3301 Hocking Parkway Nelsonville, OH","[39.4389196, -82.2113269]",39.4389196,-82.2113269
5479,Hocking College,Lake Snowden Campus,6500 U.S. Rt. 50,Albany,OH,45710,4,"Public, 2-year",1747.0,1496.0,3243.0,0,1,0,1,"6500 U.S. Rt. 50 Albany, OH","[39.2480931, -82.1819182]",39.2480931,-82.1819182
5485,John Carroll University,Main Campus,1 John Carroll Boulevard,University Heights,OH,441184581,2,"Private nonprofit, 4-year or above",1760.0,1913.0,3673.0,3,1,1,1,"1 John Carroll Boulevard University Heights, OH","[41.48919540000001, -81.532639]",41.4891954,-81.532639
5491,Kent State University at Ashtabula,Kent State at Ashtabula,3300 Lake Rd. West,ASHTABULA,OH,44004,1,"Public, 4-year or above",826.0,1462.0,2288.0,0,0,1,0,"3300 Lake Rd. West ASHTABULA, OH","[41.8912778, -80.8299873]",41.8912778,-80.8299873
5494,Kent State University at Trumbull,Kent State University-Trumbull Campus,4314 MAHONING AVE NW,WARREN,OH,444831998,1,"Public, 4-year or above",1017.0,1562.0,2579.0,0,1,0,0,"4314 MAHONING AVE NW WARREN, OH","[41.2786506, -80.82874609999999]",41.2786506,-80.8287461
5497,Kent State University at Kent,Main Campus,500 East Main Street,KENT,OH,442420001,1,"Public, 4-year or above",11961.0,18106.0,30067.0,6,3,2,0,"500 East Main Street KENT, OH","[41.1536066, -81.35115019999999]",41.1536066,-81.3511502
5501,Kenyon College,Main Campus,101 Scott Lane,GAMBIER,OH,43022,2,"Private nonprofit, 4-year or above",775.0,936.0,1711.0,7,3,0,0,"101 Scott Lane GAMBIER, OH","[40.3766426, -82.39598319999999]",40.3766426,-82.3959832
5503,Lake Erie College,Lake Erie College 01,391 W WASHINGTON ST,PAINESVILLE,OH,440773389,2,"Private nonprofit, 4-year or above",608.0,635.0,1243.0,0,1,0,0,"391 W WASHINGTON ST PAINESVILLE, OH","[41.716033, -81.252144]",41.716033,-81.252144
5508,James A Rhodes State College,Main Campus,4240 CAMPUS DR,LIMA,OH,458044242,4,"Public, 2-year",1694.0,2674.0,4368.0,1,0,0,0,"4240 CAMPUS DR LIMA, OH","[40.7384166, -84.03082739999999]",40.7384166,-84.0308274
5516,Lourdes University,Lourdes University,6832 CONVENT BLVD,Sylvania,OH,435602898,2,"Private nonprofit, 4-year or above",444.0,1086.0,1530.0,0,1,0,0,"6832 CONVENT BLVD Sylvania, OH","[41.70960609999999, -83.708435]",41.7096061,-83.708435
5517,Malone University,Main Campus,2600 Cleveland Avenue NW,CANTON,OH,447093308,2,"Private nonprofit, 4-year or above",668.0,1054.0,1722.0,0,1,0,0,"2600 Cleveland Avenue NW CANTON, OH","[40.8264814, -81.3843234]",40.8264814,-81.3843234
5521,Mercy College of Ohio,Mercy College of Ohio,2221 MADISON AVE,TOLEDO,OH,436041132,2,"Private nonprofit, 4-year or above",173.0,1070.0,1243.0,0,0,0,1,"2221 MADISON AVE TOLEDO, OH","[41.6591648, -83.55125819999999]",41.6591648,-83.5512582
5522,Mercy College of Ohio,Mercy College of Ohio - Youngstown,1044 Belmont Avenue,Youngstown,OH,445011790,2,"Private nonprofit, 4-year or above",173.0,1070.0,1243.0,0,0,0,2,"1044 Belmont Avenue Youngstown, OH","[41.1142131, -80.6557409]",41.1142131,-80.6557409
5526,Miami University-Oxford,Miami University-Oxford (204024),501 East High Street,Oxford,OH,45056,1,"Public, 4-year or above",8863.0,10213.0,19076.0,9,1,1,9,"501 East High Street Oxford, OH","[39.5086906, -84.7300176]",39.5086906,-84.7300176
5533,Mount Carmel College of Nursing,Main Campus,127 S.  DAVIS AVE,COLUMBUS,OH,432221504,2,"Private nonprofit, 4-year or above",104.0,959.0,1063.0,0,0,0,2,"127 S.  DAVIS AVE COLUMBUS, OH","[39.9572814, -83.02205599999999]",39.9572814,-83.022056
5534,Mount Carmel College of Nursing,Fairfield Medical Center Campus,401 N Ewing St,Lancaster,OH,43130,2,"Private nonprofit, 4-year or above",104.0,959.0,1063.0,0,1,0,0,"401 N Ewing St Lancaster, OH","[39.7174127, -82.57737209999999]",39.7174127,-82.5773721
5535,University of Mount Union,University of Mount Union,1972 CLARK AVE,ALLIANCE,OH,44601,2,"Private nonprofit, 4-year or above",1078.0,1113.0,2191.0,1,1,0,1,"1972 CLARK AVE ALLIANCE, OH","[40.9022553, -81.1087684]",40.9022553,-81.1087684
5540,Mount Saint Joseph University,Main Campus,5701 DELHI RD,CINCINNATI,OH,452331670,2,"Private nonprofit, 4-year or above",752.0,1321.0,2073.0,2,0,0,0,"5701 DELHI RD CINCINNATI, OH","[39.0949555, -84.6384041]",39.0949555,-84.6384041
5550,Notre Dame College,Main Campus,4545 COLLEGE RD,Cleveland,OH,441214293,2,"Private nonprofit, 4-year or above",907.0,1187.0,2094.0,2,0,0,1,"4545 COLLEGE RD Cleveland, OH","[41.5076591, -81.515487]",41.5076591,-81.515487
5552,University of Northwestern Ohio,University of Northwestern Ohio,1441 n.cable rd,Lima,OH,45805,2,"Private nonprofit, 4-year or above",3162.0,834.0,3996.0,2,0,0,1,"1441 n.cable rd Lima, OH","[40.7590451, -84.1478831]",40.7590451,-84.1478831
5553,Oberlin College,Main Campus,70 N PROFESSOR ST,OBERLIN,OH,44074,2,"Private nonprofit, 4-year or above",1299.0,1630.0,2929.0,9,2,1,1,"70 N PROFESSOR ST OBERLIN, OH","[41.2934012, -82.2207621]",41.2934012,-82.2207621
5554,Ohio Technical College,Ohio Technical College,1374 E 51ST ST,CLEVELAND,OH,44103,6,"Private for-profit, 2-year",1023.0,49.0,1072.0,0,0,0,1,"1374 E 51ST ST CLEVELAND, OH","[41.5182935, -81.6570265]",41.5182935,-81.6570265
5555,Ohio Dominican University,Main Campus,1216 SUNBURY RD,COLUMBUS,OH,43219,2,"Private nonprofit, 4-year or above",1094.0,1440.0,2534.0,0,0,1,1,"1216 SUNBURY RD COLUMBUS, OH","[39.9920005, -82.9416691]",39.9920005,-82.9416691
5557,Ohio Northern University,Main Campus,525  SOUTH MAIN ST,ADA,OH,458101599,2,"Private nonprofit, 4-year or above",1621.0,1617.0,3238.0,1,0,0,0,"525  SOUTH MAIN ST ADA, OH","[40.7654985, -83.82414519999999]",40.7654985,-83.8241452
5559,Ohio State University-Lima Campus,Ohio State University-Lima Campus,4240 CAMPUS DRIVE,LIMA,OH,45804,1,"Public, 4-year or above",433.0,577.0,1010.0,1,0,0,0,"4240 CAMPUS DRIVE LIMA, OH","[40.7384166, -84.03082739999999]",40.7384166,-84.0308274
5567,Ohio State University-Main Campus,Main Campus,190 N. OVAL MALL,COLUMBUS,OH,43210,1,"Public, 4-year or above",29771.0,28892.0,58663.0,25,14,5,7,"190 N. OVAL MALL COLUMBUS, OH","[40.0005841, -83.01340859999999]",40.0005841,-83.0134086
5572,Ohio University-Main Campus,Ohio University - Main Campus,Cutler Hall 108,ATHENS,OH,457012979,1,"Public, 4-year or above",12403.0,16754.0,29157.0,20,9,0,0,"Cutler Hall 108 ATHENS, OH","[39.3260982, -82.100202]",39.3260982,-82.100202
5577,Ohio Wesleyan University,Main Campus,61 S SANDUSKY STREET,DELAWARE,OH,430152370,2,"Private nonprofit, 4-year or above",794.0,877.0,1671.0,8,0,0,1,"61 S SANDUSKY STREET DELAWARE, OH","[40.2934235, -83.0656085]",40.2934235,-83.0656085
5579,Otterbein University,Main Campus,1 S. Grove Street,WESTERVILLE,OH,43081,2,"Private nonprofit, 4-year or above",1030.0,1778.0,2808.0,0,1,0,0,"1 S. Grove Street WESTERVILLE, OH","[40.1253397, -82.9363279]",40.1253397,-82.9363279
5594,Shawnee State University,Main Campus,940  2nd ST,PORTSMOUTH,OH,456624303,1,"Public, 4-year or above",1682.0,2199.0,3881.0,3,0,0,1,"940  2nd ST PORTSMOUTH, OH","[38.7312312, -82.9946411]",38.7312312,-82.9946411
5595,Sinclair Community College,Dayton Campus,444 W THIRD ST,DAYTON,OH,454021460,4,"Public, 2-year",8074.0,10062.0,18136.0,0,1,1,0,"444 W THIRD ST DAYTON, OH","[39.7572689, -84.1993987]",39.7572689,-84.1993987
5614,Franciscan University of Steubenville,Main Campus,1235 UNIVERSITY BLVD,STEUBENVILLE,OH,439521763,2,"Private nonprofit, 4-year or above",1105.0,1611.0,2716.0,1,2,0,0,"1235 UNIVERSITY BLVD STEUBENVILLE, OH","[40.3762882, -80.6224941]",40.3762882,-80.6224941
5622,Tiffin University,Tiffin Campus,155 MIAMI ST,TIFFIN,OH,44883,2,"Private nonprofit, 4-year or above",1624.0,1872.0,3496.0,2,5,0,0,"155 MIAMI ST TIFFIN, OH","[41.1184446, -83.1845635]",41.1184446,-83.1845635
5629,University of Toledo,University of Toledo,2801 West Bancroft Street,Toledo,OH,436063390,1,"Public, 4-year or above",10230.0,10147.0,20377.0,3,0,0,0,"2801 West Bancroft Street Toledo, OH","[41.6624584, -83.6126008]",41.6624584,-83.6126008
5636,University of Toledo,Schoolcraft College Site,18600 Haggerty Road,Livonia,MI,48152,1,"Public, 4-year or above",10230.0,10147.0,20377.0,0,1,0,0,"18600 Haggerty Road Livonia, MI","[42.4214125, -83.4314217]",42.4214125,-83.4314217
5649,Upper Valley Career Center,Main Campus,8811 CAREER DR,PIQUA,OH,45356,7,"Public, less-than 2-year",141.0,142.0,283.0,0,0,0,1,"8811 CAREER DR PIQUA, OH","[40.161172, -84.213329]",40.161172,-84.213329
5652,Ursuline College,Ursuline College Main Campus,2550 LANDER RD,PEPPER PIKE,OH,441244398,2,"Private nonprofit, 4-year or above",103.0,1075.0,1178.0,1,1,0,0,"2550 LANDER RD PEPPER PIKE, OH","[41.4965154, -81.4656522]",41.4965154,-81.4656522
5654,Walsh University,Main Campus,2020 East Maple Street,North Canton,OH,44720,2,"Private nonprofit, 4-year or above",1079.0,1781.0,2860.0,0,1,0,1,"2020 East Maple Street North Canton, OH","[40.87407, -81.36889099999999]",40.87407,-81.368891
5661,Wilberforce University,Main Campus,1055 N BICKETT RD,WILBERFORCE,OH,453841001,2,"Private nonprofit, 4-year or above",245.0,401.0,646.0,2,0,0,0,"1055 N BICKETT RD WILBERFORCE, OH","[39.7102262, -83.87950119999999]",39.7102262,-83.8795012
5662,Wilmington College,Main Campus,1870 Quaker Way,WILMINGTON,OH,45177,2,"Private nonprofit, 4-year or above",517.0,595.0,1112.0,3,2,0,0,"1870 Quaker Way WILMINGTON, OH","[39.4443451, -83.8183866]",39.4443451,-83.8183866
5667,The College of Wooster,Main Campus,1189 Beall Avenue,Wooster,OH,44691,2,"Private nonprofit, 4-year or above",924.0,1126.0,2050.0,8,2,0,0,"1189 Beall Avenue Wooster, OH","[40.8104215, -81.93490539999999]",40.8104215,-81.9349054
